id,name,stationtype,neighborid,stationhex,linetype,regionalismcode,countryname,regionname,type,status,realtype,direction,isimportant,tolllink_id,cityid,routeid,routename,company_id,longitude,latitude,exit_etc_lane_num,exit_mtc_lane_num,exit_mix_lane_num,exit_lane_num,entry_etc_lane_num,entry_mtc_lane_num,entry_mix_lane_num,entry_lane_num,k_value,nearcityid,opentime,nearprovinceid,old_id,old_tolllink_id
G0070610060020,渡马,3,0,61014C22,2|1,610426,永寿县,咸阳市,2,2,1,,1,G0070610060,610400,G0070,福银高速(陕西段),24,108.160099,34.753497,2,1,1,4,1,2,1,4,0.09,0,1220198400000,0,760102,0601
G0070610060030,太峪,3,0,61014C23,2|1,610482,彬州市,咸阳市,2,2,1,,1,G0070610060,610400,G0070,福银高速(陕西段),24,108.070506,34.938555,2,0,2,4,2,0,2,4,0.09,0,1220198400000,0,760103,0601
G0070610060040,彬州,3,0,61014C41,2|1,610482,彬州市,咸阳市,2,2,1,,1,G0070610060,610400,G0070,福银高速(陕西段),24,108.125535,35.02201,3,3,3,9,2,3,3,8,0.09,0,1220198400000,0,760201,0601
G0070610060050,亭口,3,0,61014C42,2|1,610482,彬州市,咸阳市,2,2,1,,1,G0070610060,610400,G0070,福银高速(陕西段),24,107.95426,35.106216,1,1,2,4,1,1,2,4,0.09,0,1220198400000,0,760202,0601
G0070610060060,长武,3,0,61014C43,2|1,610428,长武县,咸阳市,2,2,1,,1,G0070610060,610400,G0070,福银高速(陕西段),24,107.774173,35.226516,1,1,2,4,1,1,2,4,0.09,0,1220198400000,0,760203,0601
G7011610010020,白河,3,0,61013F83,2,610929,白河县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,110.02926,32.726451,2,1,2,5,2,0,1,3,0.09,0,1367337600000,0,630403,0901
G7011610010030,茅坪,3,0,61013F82,2,610929,白河县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.955252,32.707314,2,0,1,3,2,0,1,3,0.09,0,1367337600000,0,630402,0901
G7011610010040,双河,3,0,61013F81,2,610929,白河县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.756729,32.715642,2,0,1,3,2,0,1,3,0.09,0,1322668800000,0,630401,0901
G7011610010050,张河,3,0,61013F63,2,610928,旬阳县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.532626,32.715769,2,0,1,3,2,0,1,3,0.09,0,1398873600000,0,630303,0901
G7011610010060,神河,3,0,61013F62,2,610928,旬阳县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.460075,32.688338,2,0,2,4,2,0,1,3,0.09,0,1322668800000,0,630302,0901
G7011610010070,旬阳,3,0,61013F61,2,610928,旬阳县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.358807,32.75089,2,1,2,5,2,1,1,4,0.09,0,1322668800000,0,630301,0901
G7011610010080,安康东,3,0,61013F24,2,610902,汉滨区,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,109.064665,32.679586,5,2,3,10,3,0,2,5,0.09,610900,1322668800000,0,630104,0901
G7011610010090,安康,3,0,61013F21,2,610902,汉滨区,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.958865,32.693538,6,4,4,14,4,0,3,7,0.09,610900,1241107200000,0,630101,0901
G7011610010100,恒口,3,0,61013F22,2,610902,汉滨区,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.742629,32.735132,2,0,2,4,2,0,1,3,0.09,0,1291132800000,0,630102,0901
G7011610010110,蒲溪,3,0,61013F23,2,610921,汉阴县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.644923,32.803761,2,0,2,4,2,0,1,3,0.09,0,1291132800000,0,630103,0901
G7011610010120,汉阴,3,0,61013F41,2,610921,汉阴县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.527561,32.869298,2,1,2,5,2,0,1,3,0.09,0,1291132800000,0,630201,0901
G7011610010130,池河,3,0,61013F42,2,610922,石泉县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.356812,32.947023,2,0,2,4,2,0,1,3,0.09,0,1291132800000,0,630202,0901
G7011610010140,石泉,3,0,61013F43,2,610922,石泉县,安康市,2,2,1,,1,G7011610010,610900,G7011,十天高速(陕西段),18,108.287355,32.998813,2,1,2,5,2,0,1,3,0.09,0,1291132800000,0,630203,0901
G7011610020010,茶镇,3,0,61010821,2|1,610724,西乡县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,108.113919,33.006717,2,1,1,4,2,0,1,3,0.09,0,1291132800000,0,80101,0801
G7011610020020,午子山,3,0,61010822,2,610724,西乡县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.823122,32.967602,1,4,0,5,1,2,0,3,0.09,0,1293292800000,0,80102,0801
G7011610020030,西乡,3,0,61010823,2|1,610724,西乡县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.737676,32.961282,4,1,2,7,2,1,1,4,0.09,0,1291132800000,0,80103,0801
G7011610020040,沙河,3,0,61010824,2|1,610724,西乡县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.505712,32.950845,2,0,1,3,2,0,1,3,0.09,0,1291132800000,0,80104,0801
G7011610020050,盐井,3,0,61010841,2|1,610722,城固县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.311397,33.018968,2,1,1,4,2,0,1,3,0.09,0,1291132800000,0,80201,0801
G7011610020060,铺镇,3,0,61010842,2|1,610702,汉台区,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.159407,33.100242,1,2,2,5,1,1,1,3,0.09,0,1324742400000,0,80202,0801
G7011610020070,汉中北,3,0,61010843,2|1,610702,汉台区,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,107.041754,33.166549,4,0,2,6,2,0,1,3,0.09,610700,1322668800000,0,80203,0801
G7011610020080,褒城,3,0,61010844,2|1,610702,汉台区,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.9729,33.169926,2,1,2,5,2,0,1,3,0.09,0,1322668800000,0,80204,0801
G7011610020090,新街子,3,0,61010861,2|1,610725,勉县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.838193,33.187097,2,0,2,4,2,0,1,3,0.09,0,1322668800000,0,80301,0801
G7011610020100,勉县北,3,0,61010862,2|1,610725,勉县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.72254,33.185286,2,1,2,5,2,1,1,4,0.09,0,1322668800000,0,80302,0801
G7011610020110,茶店,3,0,61010863,2|1,610725,勉县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.462801,33.191594,2,0,2,4,2,1,1,4,0.09,0,1461945600000,0,80303,0801
G7011610020120,五郎坪,3,0,61010881,2|1,610727,略阳县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.369448,33.30658,2,0,2,4,2,1,1,4,0.09,0,1380556800000,0,80401,0801
G7011610020130,略阳,3,0,61010882,2|1,610727,略阳县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.179898,33.366881,1,4,2,7,2,1,1,4,0.09,0,1322668800000,0,80402,0801
G7011610020140,陕西略阳,2,G7011620010010,61010883,2|1,610727,略阳县,汉中市,1,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.049821,33.566849,2,13,0,15,2,5,0,7,0.09,0,1385827200000,62,80403,0801
G7011610020150,青泥河,3,0,61010884,2|1,610727,略阳县,汉中市,2,2,1,,1,G7011610020,610700,G7011,十天高速(陕西段),5,106.055122,33.580712,2,0,2,4,2,0,2,4,0.09,0,1577808000000,0,80404,0801
S0001610010010,汉城,3,0,61014921,2|1,610112,未央区,西安市,2,2,1,,1,S0001610010,610100,S0001,新机场高速,23,108.91986,34.364979,10,0,8,18,9,0,6,15,0.09,610100,1246377600000,0,730101,2401
S0001610010020,北环路,3,0,61014922,2|1,610112,未央区,西安市,2,2,1,,1,S0001610010,610100,S0001,新机场高速,23,108.914517,34.39147,1,0,2,3,1,0,3,4,0.09,0,1246377600000,0,730102,2401
S0001610010030,马家堡,3,0,61014923,2|1,610404,渭城区,咸阳市,2,2,1,,1,S0001610010,610400,S0001,新机场高速,23,108.896899,34.446006,1,0,3,4,1,0,3,4,0.09,0,1246377600000,0,730103,2401
S0001610010040,机场,3,0,61014924,2|1,610404,渭城区,咸阳市,2,2,1,,1,S0001610010,610400,S0001,新机场高速,23,108.81343,34.446251,11,0,7,18,11,1,4,16,0.09,0,1246377600000,0,730104,2401
S0001610010050,秦汉,3,0,61014925,2|1,610404,渭城区,咸阳市,2,2,1,,1,S0001610010,610400,S0001,新机场高速,23,108.914363,34.409784,6,0,3,9,4,0,1,5,0.09,0,1545840000000,0,730105,2401
S0013610010010,澄城,3,0,61014421,3,610525,澄城县,渭南市,2,2,1,,1,S0013610010,610500,S0013,澄商高速,56,109.966519,35.158268,2,0,2,4,2,0,2,4,0.09,0,1664380800000,0,680101,7901
S0013610020010,永丰,3,0,61014321,2|1,610526,蒲城县,渭南市,2,2,1,,1,S0013610020,610500,S0013,澄商高速,57,109.867199,35.003365,1,0,2,3,1,0,2,3,0.09,0,1664380800000,0,670101,7801
S0013610020020,大荔,3,0,61014322,2|1,610523,大荔县,渭南市,2,2,1,,1,S0013610020,610500,S0013,澄商高速,57,109.662658,35.664268,2,0,4,6,2,0,2,4,0.09,0,1664380800000,0,670102,7801
S0013610020030,大荔南,3,0,61014323,2|1,610523,大荔县,渭南市,2,2,1,,1,S0013610020,610500,S0013,澄商高速,57,109.906071,34.735218,1,0,5,6,1,0,2,3,0.09,0,1664380800000,0,670103,7801
S0014610010010,折家坪,3,0,61012141,2|1,610830,清涧县,榆林市,2,2,1,,1,S0014610010,610800,S0014,清安线,48,110.02167,37.159272,1,0,2,3,1,0,2,3,0.09,0,1598889600000,0,330201,6501
S0014610010020,子长东,3,0,61012142,2|1,610623,子长县,延安市,2,2,1,,1,S0014610010,610600,S0014,清安线,48,109.766973,37.15539,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330202,6501
S0015610010010,锦界北,3,0,61011C21,2,610881,神木市,榆林市,2,2,1,,1,S0015610010,610800,S0015,神佳米高速,38,110.131445,38.747171,1,2,2,5,1,1,2,4,0.09,0,1446307200000,0,280101,5401
G0070610060070,陕甘界,2,G0070620010010,61014C44,2|1,610428,长武县,咸阳市,1,2,1,,0,G0070610060,610400,G0070,福银高速(陕西段),24,107.746096,35.234859,2,13,0,15,2,5,0,7,0.09,0,1220198400000,62,760204,0601
G0085610010010,陇关,3,0,61010621,3,610327,陇县,宝鸡市,2,2,1,,0,G0085610010,610300,G0085,银昆高速(陕西段),27,106.784019,35.033371,3,16,0,19,3,8,0,11,0.09,0,1285862400000,0,60101,3801
G0085610010020,火烧寨,3,0,61010622,3,610327,陇县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,106.787902,35.019063,1,1,2,4,1,2,1,4,0.09,0,1285862400000,0,60102,3801
G0085610010030,陇县,3,0,61010623,3,610327,陇县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,106.899755,34.872893,2,5,2,9,2,3,1,6,0.09,0,1285862400000,0,60103,3801
G0085610010040,水沟,3,0,61010641,3,610328,千阳县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,107.020672,34.752919,1,1,2,4,1,1,1,3,0.09,0,1320076800000,0,60201,3801
G0085610010050,千阳,3,0,61010642,3,610328,千阳县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,107.09828,34.652964,1,6,2,9,1,2,1,4,0.09,0,1320076800000,0,60202,3801
G0085610010060,南寨,3,0,61010643,3,610322,凤翔县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,107.171949,34.649922,1,1,2,4,1,1,1,3,0.09,0,1320076800000,0,60203,3801
G0085610010070,凤翔,3,0,61010644,3,610322,凤翔县,宝鸡市,2,2,1,,1,G0085610010,610300,G0085,银昆高速(陕西段),27,107.302958,34.485211,1,10,2,13,1,3,1,5,0.09,0,1320076800000,0,60204,3801
G0085610020010,汉中西,3,0,61011821,2|1,610725,勉县,汉中市,2,2,1,,1,G0085610020,610700,G0085,银昆高速(陕西段),44,106.899874,33.1529,2,2,3,7,2,1,2,5,0.09,0,1441036800000,0,240101,5201
G0085610020020,南郑,3,0,61011822,2|1,610703,南郑区,汉中市,2,2,1,,1,G0085610020,610700,G0085,银昆高速(陕西段),44,106.925858,32.970501,1,1,2,4,1,2,1,4,0.09,0,1441036800000,0,240102,5201
G0085610020030,南湖,3,0,61011823,2|1,610703,南郑区,汉中市,2,2,1,,1,G0085610020,610700,G0085,银昆高速(陕西段),44,106.83013,32.915208,1,0,2,3,1,1,1,3,0.09,0,1441036800000,0,240103,5201
G0085610020040,喜神坝,3,0,61011824,2|1,610703,南郑区,汉中市,2,2,1,,1,G0085610020,610700,G0085,银昆高速(陕西段),44,106.943443,32.768191,1,0,2,3,1,1,1,3,0.09,0,1441036800000,0,240104,5201
G0085610020050,陕西南郑,2,S0002517570070,61011825,2|1,610703,南郑区,汉中市,1,2,2,,0,G0085610020,610700,G0085,银昆高速(陕西段),44,106.93143,32.742213,2,9,0,11,2,5,0,7,0.09,0,1512662400000,51,240105,5201
G0085610020060,龙头山,3,0,61011826,2|1,610703,南郑区,汉中市,2,2,1,,1,G0085610020,610700,G0085,银昆高速(陕西段),44,106.926539,32.738783,1,0,2,3,1,0,2,3,0.09,0,1619107200000,0,240106,5201
G0085610030010,坪坎,3,0,61011D21,2|1,610330,凤县,宝鸡市,2,2,1,,1,G0085610030,610300,G0085,银昆高速(陕西段),44,106.999121,33.851632,1,0,2,3,1,1,1,3,0.09,0,1514390400000,0,290101,5901
G0085610030020,江西营,3,0,61011D22,2|1,610729,留坝县,汉中市,2,2,1,,1,G0085610030,610700,G0085,银昆高速(陕西段),44,106.992873,33.732815,1,1,2,4,1,1,1,3,0.09,0,1514390400000,0,290102,5901
G0085610030030,留坝,3,0,61011D23,2|1,610729,留坝县,汉中市,2,2,1,,1,G0085610030,610700,G0085,银昆高速(陕西段),44,106.972337,33.551307,1,2,2,5,1,1,1,3,0.09,0,1514390400000,0,290103,5901
G0085610030040,马道,3,0,61011D24,2|1,610729,留坝县,汉中市,2,2,1,,1,G0085610030,610700,G0085,银昆高速(陕西段),44,106.970845,33.383387,1,0,2,3,1,1,1,3,0.09,0,1514390400000,0,290104,5901
G0085610040010,宝鸡南,3,0,61012321,1|1,610302,渭滨区,宝鸡市,2,2,1,,1,G0085610040,610300,G0085,银昆高速(陕西段),47,107.126989,34.29608,2,0,2,4,2,0,2,4,0.09,0,1632931200000,0,350101,6801
G0085610040020,岩湾,3,0,61012322,2|1,610330,凤县,宝鸡市,2,2,1,,1,G0085610040,610300,G0085,银昆高速(陕西段),47,106.968681,34.039776,1,0,2,3,1,0,2,3,0.09,0,1603814400000,0,350102,6801
G030N610010010,零口,3,0,61011445,2|1,610115,临潼区,西安市,2,2,1,,1,G030N610010,610100,G030N,西安外环高速,39,109.355643,34.498546,2,2,3,7,2,1,2,5,0.09,0,0,0,200205,5701
G030N610010020,新市,3,0,61011444,2|1,610115,临潼区,西安市,2,2,1,,1,G030N610010,610100,G030N,西安外环高速,39,109.214612,34.532763,5,1,2,8,3,1,1,5,0.09,0,1448899200000,0,200204,5701
G030N610010030,高陵西,3,0,61011443,2|1,610117,高陵区,西安市,2,2,1,,1,G030N610010,610100,G030N,西安外环高速,39,109.045714,34.557675,3,1,2,6,3,1,1,5,0.09,0,1448899200000,0,200203,5701
G030N610010040,永乐东,3,0,61011442,2|1,610117,高陵区,西安市,2,2,1,,1,G030N610010,610100,G030N,西安外环高速,39,108.961529,34.554616,4,1,2,7,2,1,2,5,0.09,0,1448899200000,0,200202,5701
G030N610010050,泾阳北,3,0,61011441,2|1,610423,泾阳县,咸阳市,2,2,1,,1,G030N610010,610400,G030N,西安外环高速,39,108.841633,34.549965,4,1,2,7,2,1,2,5,0.09,0,1448899200000,0,200201,5701
G030N610010060,太平,3,0,61011424,2|1,610423,泾阳县,咸阳市,2,2,1,,1,G030N610010,610400,G030N,西安外环高速,39,108.729559,34.503826,4,1,2,7,2,1,2,5,0.09,0,1448899200000,0,200104,5701
G030N610010070,店张,3,0,61011423,2|1,610481,兴平市,咸阳市,2,2,1,,1,G030N610010,610400,G030N,西安外环高速,39,108.5704,34.424087,3,1,2,6,3,1,1,5,0.09,0,1538100000000,0,200103,5701
G030N610010080,茂陵,3,0,61011422,2|1,610481,兴平市,咸阳市,2,2,1,,1,G030N610010,610400,G030N,西安外环高速,39,108.535207,34.356096,3,1,2,6,3,1,1,5,0.09,0,1448899200000,0,200102,5701
G030N610010090,大王,3,0,61011421,2|1,610118,鄠邑区,西安市,2,2,1,,1,G030N610010,610100,G030N,西安外环高速,39,108.662907,34.209121,3,2,2,7,2,1,2,5,0.09,0,1448899200000,0,200101,5701
G030N610020010,秦渡,3,0,61014D21,1|2,610113,雁塔区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.727584,34.107114,3,0,2,5,3,0,2,5,0.09,0,1645977600000,0,770101,5701
G030N610020020,五星,3,0,61014D22,1|2,610113,雁塔区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.789569,34.07791,4,0,2,6,3,0,2,5,0.09,0,1645977600000,0,770102,5701
G030N610020030,西沣,3,0,61014D23,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.838336,34.076504,4,0,2,6,3,0,2,5,0.09,0,1645977600000,0,770103,5701
G030N610020040,子午西,3,0,61014D24,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.886212,34.075046,4,0,2,6,3,0,2,5,0.09,0,1664294400000,0,770104,5701
G030N610020050,子午东,3,0,61014D25,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.9032,34.06485,3,0,3,6,1,1,3,5,0.09,0,1664294400000,0,770105,5701
G030N610020060,长安南,3,0,61014D26,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,108.939621,34.063102,4,0,2,6,3,0,2,5,0.09,0,1664294400000,0,770106,5701
G030N610020070,王莽,3,0,61014D27,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,109.091789,34.056822,3,1,2,6,3,0,2,5,0.09,0,1664294400000,0,770107,5701
G030N610020080,汤峪,3,0,61014D28,1|2,610116,长安区,西安市,2,2,1,,1,G030N610020,610100,G030N,西安外环高速,39,109.211923,34.070735,3,0,2,5,3,0,2,5,0.09,0,1664294400000,0,770108,5701
G065E610010010,牛家梁,3,0,61010E21,2|1,610802,榆阳区,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,109.721861,38.395991,1,1,3,5,1,1,2,4,0.09,0,1346428800000,0,140101,3701
G065E610010020,古城滩,3,0,61010E22,2|1,610802,榆阳区,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,109.756358,38.355005,1,1,3,5,1,1,2,4,0.09,0,1346428800000,0,140102,3701
G065E610010030,榆林南,3,0,61010E23,2|1,610802,榆阳区,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,109.781054,38.157663,2,2,5,9,1,1,4,6,0.09,610800,1346428800000,0,140103,3701
G065E610010040,鱼河,3,0,61010E24,2|1,610802,榆阳区,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,109.875839,37.974471,1,1,3,5,1,1,1,3,0.09,0,1346428800000,0,140104,3701
G065E610010050,镇川,3,0,61010E41,2|1,610802,榆阳区,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,110.046433,37.900096,1,1,2,4,1,1,1,3,0.09,0,1346428800000,0,140201,3701
G065E610010060,米脂,3,0,61010E42,2|1,610827,米脂县,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,110.191789,37.716107,1,1,3,5,1,1,2,4,0.09,0,1346428800000,0,140202,3701
G065E610010070,四十里铺,3,0,61010E43,2|1,610826,绥德县,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,110.224352,37.620892,1,1,2,4,1,1,1,3,0.09,0,1346428800000,0,140203,3701
G065E610010080,史家湾,3,0,61010E44,2|1,610826,绥德县,榆林市,2,2,1,,1,G065E610010,610800,G065E,榆蓝高速(陕西段),31,110.11201,37.324241,1,3,0,4,1,2,0,3,0.09,0,1346428800000,0,140204,3701
G065E610020010,蒲城东,3,0,61010724,3,610526,蒲城县,渭南市,2,2,1,,1,G065E610020,610500,G065E,榆蓝高速(陕西段),4,109.637935,34.948432,1,4,2,7,1,2,1,4,0.09,0,1288540800000,0,70104,5801
G065E610020020,卤阳湖,3,0,61010723,3,610526,蒲城县,渭南市,2,2,1,,1,G065E610020,610500,G065E,榆蓝高速(陕西段),4,109.644361,34.845391,1,3,1,5,1,2,1,4,0.09,0,1288540800000,0,70103,5801
G065E610020030,蔺店,3,0,61010722,3,610502,临渭区,渭南市,2,2,1,,1,G065E610020,610500,G065E,榆蓝高速(陕西段),4,109.630931,34.722708,1,1,2,4,1,1,1,3,0.09,0,1465142400000,0,70102,5801
G065E610020040,渭南北,3,0,61010721,3,610502,临渭区,渭南市,2,2,1,,1,G065E610020,610500,G065E,榆蓝高速(陕西段),4,109.623925,34.648489,2,5,2,9,2,2,2,6,0.09,610500,1288540800000,0,70101,5801
G065E610030010,高塘,3,0,61011A21,3,610503,华州区,渭南市,2,2,1,,1,G065E610030,610500,G065E,榆蓝高速(陕西段),4,109.620264,34.392658,1,2,1,4,1,1,1,3,0.09,0,1448899200000,0,260101,5801
G065E610030020,桥南,3,0,61011A22,3,610502,临渭区,渭南市,2,2,1,,1,G065E610030,610500,G065E,榆蓝高速(陕西段),4,109.58797,34.337001,1,2,1,4,1,1,1,3,0.09,0,1448899200000,0,260102,5801
G065E610030030,厚镇,3,0,61011A23,3,610122,蓝田县,西安市,2,2,1,,1,G065E610030,610100,G065E,榆蓝高速(陕西段),4,109.517249,34.250407,1,2,1,4,1,1,1,3,0.09,0,1448899200000,0,260103,5801
G065E610040010,绥德西,3,0,61012121,2|1,610826,绥德县,榆林市,2,2,1,,1,G065E610040,610800,G065E,榆蓝高速(陕西段),48,110.220967,37.516108,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330101,6401
G065E610040020,淮宁湾,3,0,61012122,2|1,610831,子洲县,榆林市,2,2,1,,1,G065E610040,610800,G065E,榆蓝高速(陕西段),48,110.124161,37.410805,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330102,6401
G065E610040030,清涧北,3,0,61012123,2|1,610830,清涧县,榆林市,2,2,1,,1,G065E610040,610800,G065E,榆蓝高速(陕西段),48,110.094655,37.121603,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330103,6401
G065E610040040,清涧南,3,0,61012124,2|1,610830,清涧县,榆林市,2,2,1,,1,G065E610040,610800,G065E,榆蓝高速(陕西段),48,110.138501,37.041075,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330104,6401
G065E610040050,王家坪,3,0,61012125,2|1,610622,延川县,延安市,2,2,1,,1,G065E610040,610600,G065E,榆蓝高速(陕西段),48,110.096891,36.940943,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,330105,6401
G065E610050010,黄龙,3,0,61012225,2|1,610631,黄龙县,延安市,2,2,1,,1,G065E610050,610600,G065E,榆蓝高速(陕西段),51,109.810292,35.565025,2,0,2,4,2,0,2,4,0.09,0,1608825600000,0,340105,6601
G065E610050020,石头,3,0,61012224,2|1,610629,洛川县,延安市,2,2,1,,1,G065E610050,610600,G065E,榆蓝高速(陕西段),51,109.401465,35.291383,1,0,2,3,1,0,2,3,0.09,0,1608825600000,0,340104,6601
G065E610050030,史官,3,0,61012223,2|1,610527,白水县,渭南市,2,2,1,,1,G065E610050,610500,G065E,榆蓝高速(陕西段),51,109.401805,35.212742,1,0,2,3,1,0,2,3,0.09,0,1608825600000,0,340103,6601
G065E610050040,白水,3,0,61012222,2|1,610527,白水县,渭南市,2,2,1,,1,G065E610050,610500,G065E,榆蓝高速(陕西段),51,109.651331,35.207637,2,0,2,4,2,0,2,4,0.09,0,1579449600000,0,340102,6601
G065E610050050,罕井,3,0,61012221,2|1,610526,蒲城县,渭南市,2,2,1,,1,G065E610050,610500,G065E,榆蓝高速(陕西段),51,109.374035,35.053702,1,0,2,3,1,0,2,3,0.09,0,1579449600000,0,340101,6601
G065E610060010,延长,3,0,61013021,3,610621,延长县,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,109.926054,36.572417,2,0,2,4,2,0,2,4,0.09,0,1624982400000,0,480101,7401
G065E610060020,临镇,3,0,61013022,3,610602,宝塔区,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,110.024282,36.340251,1,0,2,3,1,0,2,3,0.09,0,1624982400000,0,480102,7401
G065E610060030,云岩,3,0,61013023,3,610630,宜川县,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,110.111911,36.300307,1,0,2,3,1,0,2,3,0.09,0,1624982400000,0,480103,7401
G065E610060040,交里,3,0,61013024,3,610630,宜川县,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,110.180854,36.116091,1,0,2,3,1,0,2,3,0.09,0,1624982400000,0,480104,7401
G065E610060050,圪台,3,0,61013025,3,610631,黄龙县,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,110.086342,35.827202,1,0,2,3,1,0,2,3,0.09,0,1624982400000,0,480105,7401
G065E610060060,黄龙北,3,0,61013026,3,610631,黄龙县,延安市,2,2,1,,1,G065E610060,610600,G065E,榆蓝高速(陕西段),55,109.845711,35.631315,1,0,2,3,1,0,2,3,0.09,0,1624982400000,0,480106,7401
G065W610010010,枣园,3,0,61011962,2|1,610602,宝塔区,延安市,2,2,1,,1,G065W610010,610600,G065W,延西高速,40,109.373558,36.627734,3,2,3,8,3,2,2,7,0.09,0,1473609600000,0,250302,5601
G065W610010020,万花,3,0,61011961,2|1,610602,宝塔区,延安市,2,2,1,,1,G065W610010,610600,G065W,延西高速,40,109.347364,36.557926,3,3,3,9,3,2,2,7,0.09,0,1473609600000,0,250301,5601
G065W610010030,甘泉西,3,0,61011942,2|1,610627,甘泉县,延安市,2,2,1,,1,G065W610010,610600,G065W,延西高速,40,109.294149,36.333261,3,2,3,8,3,2,2,7,0.09,0,1473609600000,0,250202,5601
G065W610010040,富县西,3,0,61011941,2|1,610628,富县,延安市,2,2,1,,1,G065W610010,610600,G065W,延西高速,40,109.178137,36.076675,3,1,2,6,1,1,2,4,0.09,0,1448899200000,0,250201,5601
G065W610010050,羊泉_旧,3,0,61011923,2|1,610628,富县,延安市,2,2,1,,1,G065W610010,610600,G065W,延西高速,40,109.215397,35.878643,3,1,2,6,1,1,2,4,0.09,0,1448899200000,0,250103,5601
