id,name,stationtype,neighborid,stationhex,linetype,regionalismcode,countryname,regionname,type,status,realtype,direction,isimportant,tolllink_id,cityid,routeid,routename,company_id,longitude,latitude,exit_etc_lane_num,exit_mtc_lane_num,exit_mix_lane_num,exit_lane_num,entry_etc_lane_num,entry_mtc_lane_num,entry_mix_lane_num,entry_lane_num,k_value,nearcityid,opentime,nearprovinceid,old_id,old_tolllink_id
G0005610030040,三星B,3,0,61012A24,2,610116,长安区,西安市,2,2,1,,1,G0005610030,610100,G0005,京昆高速(陕西)西户段,10,108.753168,34.149882,1,0,2,3,0,0,2,2,0.09,0,1383580800000,0,420104,0501
G0005610040010,纸坊,3,0,61012D83,2,610118,鄠邑区,西安市,2,2,1,,1,G0005610040,610100,G0005,京昆高速(陕西)西汉段,10,108.526999,33.95243,1,1,1,3,1,1,1,3,0.09,0,1188576000000,0,450403,0501
G0005610040020,朱雀,3,0,61012D82,2,610118,鄠邑区,西安市,2,2,1,,1,G0005610040,610100,G0005,京昆高速(陕西)西汉段,10,108.517593,33.832366,1,3,1,5,1,1,1,3,0.09,0,1188576000000,0,450402,0501
G0005610040030,秦岭标识站,3,0,61012D84,2,610118,鄠邑区,西安市,2,2,1,,1,G0005610040,610100,G0005,京昆高速(陕西)西汉段,10,0,0,0,0,0,0,0,0,0,0,0.09,0,631123200000,0,450404,0000
G0005610040040,皇冠,3,0,61012D81,2,610923,宁陕县,安康市,2,2,1,,1,G0005610040,610900,G0005,京昆高速(陕西)西汉段,10,108.404098,33.590909,1,1,1,3,1,1,1,3,0.09,0,1188576000000,0,450401,0501
G0005610040050,宁陕,3,0,61012D63,2,610923,宁陕县,安康市,2,2,1,,1,G0005610040,610900,G0005,京昆高速(陕西)西汉段,10,108.238792,33.411716,1,1,1,3,1,1,1,3,0.09,0,1188576000000,0,450303,0501
G0005610040060,大河坝,3,0,61012D62,2,610730,佛坪县,汉中市,2,2,1,,1,G0005610040,610700,G0005,京昆高速(陕西)西汉段,10,108.047153,33.305421,1,1,1,3,1,1,1,3,0.09,0,1188576000000,0,450302,0501
G0005610040070,金水,3,0,61012D61,2,610723,洋县,汉中市,2,2,1,,1,G0005610040,610700,G0005,京昆高速(陕西)西汉段,10,107.839504,33.27291,1,1,1,3,1,1,1,3,0.09,0,1188576000000,0,450301,0501
G0005610050010,龙亭,3,0,61012B21,2,610723,洋县,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.650959,33.20567,2,0,1,3,2,0,1,3,0.09,0,1162310400000,0,430101,0701
G0005610050020,洋县,3,0,61012B22,2,610723,洋县,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.530133,33.200033,2,0,1,3,2,0,1,3,0.09,0,1162310400000,0,430102,0701
G0005610050030,城固,3,0,61012B23,2,610722,城固县,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.367468,33.127251,2,0,2,4,2,0,1,3,0.09,0,1162310400000,0,430103,0701
G0005610050040,上元观,3,0,61012B41,2,610722,城固县,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.235506,33.088503,1,1,1,3,1,1,1,3,0.09,0,1162310400000,0,430201,0701
G0005610050050,汉中东,3,0,61012B42,2,610703,南郑区,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.137083,33.049337,2,4,2,8,1,2,1,4,0.09,610700,1125504000000,0,430202,0701
G0005610050060,汉中,3,0,61012B43,2,610703,南郑区,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,107.001167,33.022477,2,4,2,8,1,2,1,4,0.09,610700,1125504000000,0,430203,0701
G0005610050070,勉县,3,0,61012B44,2,610725,勉县,汉中市,2,2,1,,1,G0005610050,610700,G0005,京昆高速(陕西)汉宁段,9,106.675214,33.07228,1,4,2,7,1,4,1,6,0.09,0,1086019200000,0,430204,0701
G0005610060010,胡家坝,3,0,61012C21,2,610726,宁强县,汉中市,2,2,1,,1,G0005610060,610700,G0005,京昆高速(陕西)勉宁段,9,106.476214,32.975535,0,0,1,1,0,0,1,1,0.09,0,1086019200000,0,440101,0701
G0005610060020,韩家坝,3,0,61012C22,2,610726,宁强县,汉中市,2,2,1,,1,G0005610060,610700,G0005,京昆高速(陕西)勉宁段,9,106.360572,32.847764,0,0,1,1,0,0,1,1,0.09,0,1086019200000,0,440102,0701
G0005610060030,宁强立交,3,0,61012C23,2,610726,宁强县,汉中市,2,2,1,,1,G0005610060,610700,G0005,京昆高速(陕西)勉宁段,9,106.261242,32.822234,1,0,2,3,2,0,1,3,0.09,0,1086019200000,0,440103,0701
G0005610070010,宁强,2,G0005510010010,61012E21,2,610726,宁强县,汉中市,1,3,1,,0,G0005610070,610700,G0005,京昆高速(陕西)宁棋段,9,106.249331,32.822386,2,12,0,14,2,8,0,10,0.09,0,1217520000000,51,460101,0701
G0020610010010,陕晋界,2,G0020140420030,61015125,2|1,610829,吴堡县,榆林市,1,3,1,,0,G0020610010,610800,G0020,青银高速(陕西)吴子段,25,110.687997,37.461568,2,13,0,15,2,10,0,12,0.09,0,1204300800000,14,810105,4201
G0020610010020,吴堡,3,0,61015124,2|1,610829,吴堡县,榆林市,2,2,1,,1,G0020610010,610800,G0020,青银高速(陕西)吴子段,25,110.687656,37.45945,1,2,2,5,0,1,2,3,0.09,0,1191168000000,0,810104,4201
G0020610010030,辛家沟,3,0,61015123,2|1,610829,吴堡县,榆林市,2,2,1,,1,G0020610010,610800,G0020,青银高速(陕西)吴子段,25,110.632294,37.570571,1,1,1,3,1,1,1,3,0.09,0,1191168000000,0,810103,4201
G0020610010040,中角,3,0,61015122,2|1,610826,绥德县,榆林市,2,2,1,,1,G0020610010,610800,G0020,青银高速(陕西)吴子段,25,110.501742,37.572975,1,1,1,3,1,1,1,3,0.09,0,1191168000000,0,810102,4201
G0020610010050,绥德,3,0,61015121,2|1,610826,绥德县,榆林市,2,2,1,,1,G0020610010,610800,G0020,青银高速(陕西)吴子段,25,110.253479,37.557943,2,4,3,9,2,6,3,11,0.09,0,1191168000000,0,810101,4201
G0020610020010,子洲,3,0,61015025,2|1,610831,子洲县,榆林市,2,2,1,,1,G0020610020,610800,G0020,青银高速(陕西)子靖段,25,110.052354,37.597726,2,3,2,7,1,1,1,3,0.09,0,1191168000000,0,800105,4201
G0020610020020,巡检司,3,0,61015024,2|1,610831,子洲县,榆林市,2,2,1,,1,G0020610020,610800,G0020,青银高速(陕西)子靖段,25,109.869327,37.597923,1,1,1,3,1,1,1,3,0.09,0,1191168000000,0,800104,4201
G0020610020030,魏家楼,3,0,61015023,2|1,610803,横山区,榆林市,2,2,1,,1,G0020610020,610800,G0020,青银高速(陕西)子靖段,25,109.534428,37.550626,1,1,1,3,1,1,1,3,0.09,0,1191168000000,0,800103,4201
G0020610020040,双城,3,0,61015022,2|1,610803,横山区,榆林市,2,2,1,,1,G0020610020,610800,G0020,青银高速(陕西)子靖段,25,109.329065,37.54247,1,1,1,3,0,0,1,1,0.09,0,1191168000000,0,800102,4201
G0020610020050,杨桥畔,3,0,61015021,2|1,610824,靖边县,榆林市,2,2,1,,1,G0020610020,610800,G0020,青银高速(陕西)子靖段,25,109.002461,37.612905,1,1,1,3,1,1,1,3,0.09,0,1191168000000,0,800101,4201
G0020610030010,靖边西,3,0,61013943,3,610824,靖边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,108.782251,37.62877,2,0,2,4,1,2,1,4,0.09,0,1128096000000,0,570203,2801
G0020610030020,东坑,3,0,61013942,3,610824,靖边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,108.583147,37.569349,1,1,1,3,1,1,1,3,0.09,0,1128096000000,0,570202,2801
G0020610030030,梁镇,3,0,61013941,3,610824,靖边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,108.385611,37.542817,1,2,1,4,1,1,1,3,0.09,0,1128096000000,0,570201,2801
G0020610030040,安边,3,0,61013924,3,610825,定边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,108.066226,37.532029,1,1,1,3,1,1,1,3,0.09,0,1128096000000,0,570104,2801
G0020610030050,砖井,3,0,61013923,3,610825,定边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,107.819987,37.545957,1,1,1,3,1,1,1,3,0.09,0,1128096000000,0,570103,2801
G0020610030060,定边,3,0,61013922,3,610825,定边县,榆林市,2,2,1,,1,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,107.591165,37.632599,3,3,2,8,1,2,2,5,0.09,0,1128096000000,0,570102,2801
G0020610030070,王圈梁,2,G0020640010010,61013921,2,610825,定边县,榆林市,1,3,1,,0,G0020610030,610800,G0020,青银高速(陕西)靖王段,15,108.384912,37.546071,2,9,0,11,2,9,0,11,0.09,0,1128096000000,64,570101,2801
G0022610010010,陕西壶口,2,G0022140600050,61015221,2|1,610630,宜川县,延安市,1,3,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,110.203499,36.041268,2,17,0,19,2,8,0,10,0.09,0,1288540800000,14,820101,1701
G0022610010020,秋林,3,0,61015222,2|1,610630,宜川县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,110.273233,36.081909,2,2,2,6,1,1,1,3,0.09,0,1288540800000,0,820102,1701
G0022610010030,宜川,3,0,61015223,2|1,610630,宜川县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,110.147102,36.008167,1,1,2,4,2,2,1,5,0.09,0,1288540800000,0,820103,1701
G0022610010040,瓦子街,3,0,61015224,2|1,610631,黄龙县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,110.035789,35.974024,1,2,2,5,1,1,1,3,0.09,0,1288540800000,0,820104,1701
G0022610010050,厢寺川,3,0,61015242,2|1,610629,洛川县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,109.624858,35.957729,1,0,3,4,2,1,1,4,0.09,0,1288540800000,0,820202,1701
G0022610010060,富县南,3,0,61015243,2|1,610628,富县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,109.374235,35.933659,4,1,2,7,4,1,1,6,0.09,0,1288540800000,0,820203,1701
G0022610010070,张村驿,3,0,61015244,2|1,610628,富县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,109.155859,35.887028,4,0,1,5,2,0,1,3,0.09,0,1288540800000,0,820204,1701
G0022610010080,直罗,3,0,61015261,2|1,610628,富县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,109.009985,35.963151,2,0,1,3,1,0,1,2,0.09,0,1288540800000,0,820301,1701
G0022610010090,张家湾,3,0,61015262,2|1,610628,富县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,108.795739,36.079559,2,1,3,6,2,0,1,3,0.09,0,1288540800000,0,820302,1701
G0022610010100,陕西富县,2,G0022620010010,61015263,2,610628,富县,延安市,1,3,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,108.719358,36.097827,2,11,0,13,2,6,0,8,0.09,0,1383235200000,62,820303,1701
G0022610010110,壶口,3,0,61015225,2|1,610630,宜川县,延安市,2,2,1,,1,G0022610010,610600,G0022,青兰高速(陕西)宜富段,26,110.147102,36.008167,2,0,2,4,1,0,2,3,0.09,0,1577808000000,0,820105,1701
G0030610010010,潼关,2,G0030410050080,61010245,2|1,610522,潼关县,渭南市,1,3,1,,0,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,110.37531,34.578674,3,25,0,28,2,16,0,18,0.09,0,938707200000,41,20205,1601
G0030610010020,秦东,3,0,61010244,2|1,610522,潼关县,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,110.330349,34.59836,1,2,2,5,1,1,1,3,0.09,0,938707200000,0,20204,1601
G0030610010030,港口,3,0,61010243,2|1,610522,潼关县,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,110.283686,34.603342,1,1,1,3,1,1,1,3,0.09,0,938707200000,0,20203,1601
G0030610010040,华阴,3,0,61010242,2|1,610582,华阴市,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,110.097077,34.548802,2,5,2,9,1,2,1,4,0.09,0,938707200000,0,20202,1601
G0030610010050,罗敷,3,0,61010241,2|1,610582,华阴市,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,109.950121,34.539686,1,3,2,6,1,1,2,4,0.09,0,938707200000,0,20201,1601
G0030610010060,华州,3,0,61010226,2|1,610503,华州区,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,109.766035,34.498594,2,4,2,8,1,2,1,4,0.09,0,938707200000,0,20106,1601
G0030610010070,华州西,3,0,61010225,2|1,610503,华州区,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,109.692542,34.493181,1,3,1,5,1,1,1,3,0.09,0,1285862400000,0,20105,1601
G0030610010080,渭南东,3,0,61010224,2|1,610502,临渭区,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,109.536313,34.491611,2,4,2,8,2,2,2,6,0.09,610500,849369600000,0,20104,1901
G0030610010090,渭南西,3,0,61010223,2|1,610502,临渭区,渭南市,2,2,1,,1,G0030610010,610500,G0030,连霍高速(陕西)临潼段,2,109.457269,34.490614,4,7,2,13,3,3,1,7,0.09,610500,849369600000,0,20103,1901
G0030610010100,新丰,3,0,61010222,2|1,610115,临潼区,西安市,2,2,1,,1,G0030610010,610100,G0030,连霍高速(陕西)临潼段,2,109.263389,34.431121,2,4,2,8,1,2,1,4,0.09,0,852048000000,0,20102,1601
G0030610010110,兵马俑,3,0,61010221,2|1,610115,临潼区,西安市,2,2,1,,1,G0030610010,610100,G0030,连霍高速(陕西)临潼段,2,109.225585,34.4041,2,4,1,7,2,2,1,5,0.09,0,849369600000,0,20101,1601
G0030610020010,临潼,3,0,61010103,2|1,610115,临潼区,西安市,2,2,1,,1,G0030610020,610100,G0030,连霍高速(陕西)西临段,2,109.162448,34.361313,6,3,2,11,3,1,2,6,0.09,0,659980800000,0,10003,1601
G0065610070010,黄陵,3,0,61013342,2,610632,黄陵县,延安市,2,2,1,,1,G0065610070,610600,G0065,包茂高速(陕西) 铜黄段,12,109.229976,35.575654,1,1,2,4,1,1,1,3,0.09,0,988646400000,0,510202,4401
G0065610070020,彭镇,3,0,61013343,2,610222,宜君县,铜川市,2,2,1,,1,G0065610070,610200,G0065,包茂高速(陕西) 铜黄段,12,109.150285,35.496543,1,1,2,4,1,1,1,3,0.09,0,1354291200000,0,510203,4401
G0065610070030,宜君,3,0,61013341,2,610222,宜君县,铜川市,2,2,1,,1,G0065610070,610200,G0065,包茂高速(陕西) 铜黄段,12,109.114151,35.435363,1,1,1,3,1,1,1,3,0.09,0,1025452800000,0,510201,4401
G0065610070040,金锁关,3,0,61013322,2,610203,印台区,铜川市,2,2,1,,1,G0065610070,610200,G0065,包茂高速(陕西) 铜黄段,12,109.068158,35.197353,1,1,1,3,1,1,1,3,0.09,0,988646400000,0,510102,4401
G0065610070050,川口,3,0,61013321,2,610202,王益区,铜川市,2,2,1,,1,G0065610070,610200,G0065,包茂高速(陕西) 铜黄段,12,109.061365,35.054516,0,0,2,2,1,1,2,4,0.09,610200,988646400000,0,510101,4401
G0065610080010,铜川主线,3,0,61013222,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.969023,34.876751,3,6,4,13,4,4,3,11,0.09,0,1191168000000,0,500102,0301
G0065610080020,黄堡北,3,0,61013223,3,610202,王益区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,109.010506,34.989044,0,0,2,2,0,0,2,2,0.09,610200,1157040000000,0,500103,0301
G0065610080030,耀州北,3,0,61013225,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.986577,34.921597,0,0,3,3,0,0,3,3,0.09,610200,1238515200000,0,500105,0301
G0065610080040,耀州南,3,0,61013224,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.981621,34.896886,0,0,1,1,0,0,1,1,0.09,610200,1191168000000,0,500104,0301
G0065610080050,铜川新区,3,0,610132A9,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.966952,34.866738,0,1,2,3,0,2,2,4,0.09,0,993571200000,0,500509,0301
G0065610080060,西安北,3,0,610132A1,3,610117,高陵区,西安市,2,2,1,,1,G0065610080,610100,G0065,包茂高速(陕西)西铜段,11,108.973758,34.494873,2,13,2,17,3,10,2,15,0.09,0,993571200000,0,500501,0301
G0065610080070,泾河开放,3,0,61013227,3,610117,高陵区,西安市,2,2,1,,1,G0065610080,610100,G0065,包茂高速(陕西)西铜段,11,108.986032,34.481751,2,13,1,16,1,2,1,4,0.09,0,993571200000,0,500107,0301
G0065610080080,梁村塬开放,3,0,61013229,3,610117,高陵区,西安市,2,2,1,,1,G0065610080,610100,G0065,包茂高速(陕西)西铜段,11,108.965898,34.438165,0,0,1,1,0,0,1,1,0.09,0,993571200000,0,500109,0301
G0065610080100,铜川主线开放,3,0,610132A2,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.968855,34.876262,0,0,0,0,3,3,3,9,0.09,0,993571200000,0,500502,0301
G0065610080110,黄堡开放,3,0,610132A3,3,610202,王益区,铜川市,2,3,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,109.010344,34.989065,0,0,0,0,0,0,2,2,0.09,0,993571200000,0,500503,0301
G0065610080120,耀州北开放,3,0,610132A5,3,610204,耀州区,铜川市,2,3,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.985444,34.921974,0,0,0,0,0,0,3,3,0.09,0,993571200000,0,500505,0301
G0065610080130,黄堡南,3,0,61013243,3,610202,王益区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,109.010579,34.988434,0,0,1,1,0,0,1,1,0.09,0,1577808000000,0,500203,0301
G0065610080140,铜川主线单,3,0,61013242,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.967917,34.877582,0,0,2,2,4,4,3,11,0.09,0,1577808000000,0,500202,0301
G0065610080150,铜川新区联网,3,0,6101322A,3,610204,耀州区,铜川市,2,2,1,,1,G0065610080,610200,G0065,包茂高速(陕西)西铜段,11,108.965991,34.866769,0,0,0,0,1,1,1,3,0.09,0,1562083200000,0,500110,0000
G0065610090010,韦曲,3,0,61013C21,2|1,610116,长安区,西安市,2,2,1,,1,G0065610090,610100,G0065,包茂高速(陕西)西镇段,17,109.000986,34.15407,1,0,4,5,2,0,1,3,0.09,0,1167580800000,0,600101,0401
G0065610090020,太乙宫,3,0,61013C22,2|1,610116,长安区,西安市,2,2,1,,1,G0065610090,610100,G0065,包茂高速(陕西)西镇段,17,109.011106,34.041499,0,0,6,6,2,0,1,3,0.09,0,1167580800000,0,600102,0401
G0065610090030,营盘,3,0,61013C23,2|1,611026,柞水县,商洛市,2,2,1,,1,G0065610090,611000,G0065,包茂高速(陕西)西镇段,17,109.043277,33.779575,1,1,3,5,1,1,1,3,0.09,0,1167580800000,0,600103,0401
G0065610090040,柞水,3,0,61013C41,2|1,611026,柞水县,商洛市,2,2,1,,1,G0065610090,611000,G0065,包茂高速(陕西)西镇段,17,109.120788,33.665984,1,0,3,4,1,1,2,4,0.09,0,1167580800000,0,600201,0401
G0065610090050,镇安,3,0,61013C61,2|1,611025,镇安县,商洛市,2,2,1,,1,G0065610090,611000,G0065,包茂高速(陕西)西镇段,17,109.17206,33.432022,2,1,2,5,3,1,1,5,0.09,0,1167580800000,0,600301,0401
G0065610090060,塔云山,3,0,61013C62,2|1,611025,镇安县,商洛市,2,2,1,,1,G0065610090,611000,G0065,包茂高速(陕西)西镇段,17,109.177935,33.303581,4,0,2,6,4,0,2,6,0.09,0,1167580800000,0,600302,0401
G0065610090070,小河,3,0,61013C63,2|1,610928,旬阳县,安康市,2,2,1,,1,G0065610090,610900,G0065,包茂高速(陕西)西镇段,17,109.133896,33.148493,2,0,1,3,2,0,1,3,0.09,0,1167580800000,0,600303,0401
G0065610110010,茨沟,3,0,61013E21,2|1,610902,汉滨区,安康市,2,2,1,,1,G0065610110,610900,G0065,包茂高速(陕西)小康段,6,108.968578,32.930215,3,0,1,4,0,0,2,2,0.09,0,1241107200000,0,620101,2001
G0065610110020,谭坝,3,0,61013E22,2|1,610902,汉滨区,安康市,2,2,1,,1,G0065610110,610900,G0065,包茂高速(陕西)小康段,6,108.962691,32.879983,3,0,1,4,3,0,1,4,0.09,0,1241107200000,0,620102,2001
G0065610110030,五里,3,0,61013E23,2|1,610902,汉滨区,安康市,2,2,1,,1,G0065610110,610900,G0065,包茂高速(陕西)小康段,6,108.904037,32.71534,7,2,3,12,5,0,1,6,0.09,0,1241107200000,0,620103,2001
G0065610130010,流水,3,0,61010921,2|1,610924,紫阳县,安康市,2,2,1,,1,G0065610130,610900,G0065,包茂高速(陕西)安毛段,6,108.717752,32.606939,5,1,2,8,2,0,2,4,0.09,0,1285862400000,0,90101,2001
G0065610130030,蒿坪,3,0,61010922,2|1,610924,紫阳县,安康市,2,2,1,,1,G0065610130,610900,G0065,包茂高速(陕西)安毛段,6,108.637024,32.592283,2,1,1,4,3,0,1,4,0.09,0,1285862400000,0,90102,2001
G0065610130040,紫阳,3,0,61010923,2|1,610924,紫阳县,安康市,2,2,1,,1,G0065610130,610900,G0065,包茂高速(陕西)安毛段,6,108.508609,32.512198,6,0,2,8,2,0,2,4,0.09,0,1298908800000,0,90103,2001
G0065610130060,权河,3,0,61010941,2|1,610924,紫阳县,安康市,2,2,1,,1,G0065610130,610900,G0065,包茂高速(陕西)安毛段,6,108.406933,32.451584,4,1,3,8,0,0,4,4,0.09,0,1298908800000,0,90201,2001
G0065610130080,毛坝,3,0,61010942,2|1,610924,紫阳县,安康市,2,2,1,,1,G0065610130,610900,G0065,包茂高速(陕西)安毛段,6,108.277137,32.350738,2,0,2,4,2,0,2,4,0.09,0,1298908800000,0,90202,2001
G0065610130090,巴山,3,0,61010943,2|1,610728,镇巴县,汉中市,2,2,1,,1,G0065610130,610700,G0065,包茂高速(陕西)安毛段,6,108.151218,32.277473,0,0,4,4,0,0,4,4,0.09,0,1298908800000,0,90203,2001
G0065610130110,陕川界,2,G0065510010010,61010944,2|1,610728,镇巴县,汉中市,1,3,1,,0,G0065610130,610700,G0065,包茂高速(陕西)安毛段,6,108.153085,32.276537,2,10,0,12,2,9,0,11,0.09,0,1333209600000,51,90204,2001
