"version","enroadnodeid","enroadnodetype","enroadnodename","enstationid","enhex","exroadnodeid","exroadnodetype","exroadnodename","exstationid","exhex","miles"
"6120231210001","G0065610050040","3","陕西沿河湾收费站",,"61013522","G006561005000810","1","沿河湾站-沿河湾",,,"0"
"6120231210001","G0065610050050","3","陕西延安北收费站",,"61013521","G006561005000910","1","延安北站-延安北",,,"0"
"6120231210001","G006561006000110","1","延安北匝道-延安南匝道",,,"G006561006000210","1","延安南匝道-南蟠龙立交",,,"22000"
"6120231210001","G006561006000110","1","延安北匝道-延安南匝道",,,"G006561006001020","1","延安南-延安南站",,,"22000"
"6120231210001","G006561006000120","1","延安南匝道-延安北匝道",,,"G006561005000920","1","延安北-延安北站",,,"22000"
"6120231210001","G006561006000120","1","延安南匝道-延安北匝道",,,"G006561005000520","1","延安北匝道-马家沟立交",,,"22000"
"6120231210001","G006561006000210","1","延安南匝道-南蟠龙立交",,,"G006561006000310","1","南蟠龙立交-南泥湾主线",,,"18200"
"6120231210001","G006561006000210","1","延安南匝道-南蟠龙立交",,,"G006561006000410","1","南蟠龙立交-甘泉匝道",,,"18200"
"6120231210001","G006561006000220","1","南蟠龙立交-延安南匝道",,,"G006561006000120","1","延安南匝道-延安北匝道",,,"18200"
"6120231210001","G006561006000220","1","南蟠龙立交-延安南匝道",,,"G006561006001020","1","延安南-延安南站",,,"18200"
"6120231210001","G006561006000310","1","南蟠龙立交-南泥湾主线",,,"G0065610060020","3","陕西南泥湾收费站",,"61013423","3500"
"6120231210001","G006561006000320","1","南泥湾主线-南蟠龙立交",,,"G006561006000220","1","南蟠龙立交-延安南匝道",,,"3500"
"6120231210001","G006561006000320","1","南泥湾主线-南蟠龙立交",,,"G006561006000410","1","南蟠龙立交-甘泉匝道",,,"3500"
"6120231210001","G006561006000410","1","南蟠龙立交-甘泉匝道",,,"G006561006000510","1","甘泉匝道-富县匝道",,,"9867"
"6120231210001","G006561006000410","1","南蟠龙立交-甘泉匝道",,,"G006561006001120","1","甘泉-甘泉站",,,"9867"
"6120231210001","G006561006000420","1","甘泉匝道-南蟠龙立交",,,"G006561006000310","1","南蟠龙立交-南泥湾主线",,,"9867"
"6120231210001","G006561006000420","1","甘泉匝道-南蟠龙立交",,,"G006561006000220","1","南蟠龙立交-延安南匝道",,,"9867"
"6120231210001","G006561006000510","1","甘泉匝道-富县匝道",,,"G006561006000610","1","富县匝道-厢西堡立交",,,"32833"
"6120231210001","G006561006000510","1","甘泉匝道-富县匝道",,,"G006561006001220","1","富县-富县站",,,"32833"
"6120231210001","G006561006000520","1","富县匝道-甘泉匝道",,,"G006561006000420","1","甘泉匝道-南蟠龙立交",,,"32833"
"6120231210001","G006561006000520","1","富县匝道-甘泉匝道",,,"G006561006001120","1","甘泉-甘泉站",,,"32833"
"6120231210001","G006561006000610","1","富县匝道-厢西堡立交",,,"G002261001000720","1","厢西堡立交-厢寺川匝道",,,"13906"
"6120231210001","G006561006000610","1","富县匝道-厢西堡立交",,,"G002261001000810","1","厢西堡立交-富县南匝道",,,"13906"
"6120231210001","G006561006000610","1","富县匝道-厢西堡立交",,,"G006561006000710","1","厢西堡立交-洛川匝道",,,"13906"
"6120231210001","G006561006000620","1","厢西堡立交-富县匝道",,,"G006561006000520","1","富县匝道-甘泉匝道",,,"13906"
"6120231210001","G006561006000620","1","厢西堡立交-富县匝道",,,"G006561006001220","1","富县-富县站",,,"13906"
"6120231210001","G006561006000710","1","厢西堡立交-洛川匝道",,,"G006561006000810","1","洛川匝道-阿党匝道",,,"19685"
"6120231210001","G006561006000710","1","厢西堡立交-洛川匝道",,,"G006561006001320","1","洛川-洛川站",,,"19685"
"6120231210001","G006561006000720","1","洛川匝道-厢西堡立交",,,"G002261001000810","1","厢西堡立交-富县南匝道",,,"19685"
"6120231210001","G006561006000720","1","洛川匝道-厢西堡立交",,,"G006561006000620","1","厢西堡立交-富县匝道",,,"19685"
"6120231210001","G006561006000720","1","洛川匝道-厢西堡立交",,,"G002261001000720","1","厢西堡立交-厢寺川匝道",,,"19685"
"6120231210001","G006561006000810","1","洛川匝道-阿党匝道",,,"G006561006000910","1","阿党匝道-黄陵匝道",,,"15680"
"6120231210001","G006561006000810","1","洛川匝道-阿党匝道",,,"G006561006001420","1","阿党-阿党站",,,"15680"
"6120231210001","G006561006000820","1","阿党匝道-洛川匝道",,,"G006561006000720","1","洛川匝道-厢西堡立交",,,"15680"
"6120231210001","G006561006000820","1","阿党匝道-洛川匝道",,,"G006561006001320","1","洛川-洛川站",,,"15680"
"6120231210001","G006561006000910","1","阿党匝道-黄陵匝道",,,"G006561007000110","1","黄陵匝道-杜村立交",,,"14229"
"6120231210001","G006561006000910","1","阿党匝道-黄陵匝道",,,"G006561007000720","1","黄陵-黄陵站",,,"14229"
"6120231210001","G006561006000920","1","黄陵匝道-阿党匝道",,,"G006561006000820","1","阿党匝道-洛川匝道",,,"14229"
"6120231210001","G006561006000920","1","黄陵匝道-阿党匝道",,,"G006561006001420","1","阿党-阿党站",,,"14229"
"6120231210001","G0065610060010","3","陕西延安南收费站",,"61013421","G006561006001010","1","延安南站-延安南",,,"0"
"6120231210001","G006561006001010","1","延安南站-延安南",,,"G006561006000210","1","延安南匝道-南蟠龙立交",,,"0"
"6120231210001","G006561006001010","1","延安南站-延安南",,,"G006561006000120","1","延安南匝道-延安北匝道",,,"0"
"6120231210001","G003061001001410","1","兵马俑匝道-兵马俑立交",,,"G003061001001320","1","兵马俑匝道-新丰匝道",,,"6016"
"6120231210001","G004061001000520","1","丹凤匝道-竹林关枢纽",,,"G004061001000420","1","竹林关枢纽-金丝峡匝道",,,"33834"
"6120231210001","G004061001000520","1","丹凤匝道-竹林关枢纽",,,"S003061002000110","1","竹林关枢纽-竹林关互通",,,"33834"
"6120231210001","G004061001000610","1","丹凤匝道-棣花匝道",,,"G004061001000710","1","棣花匝道-商洛东匝道",,,"8340"
"6120231210001","G004061001000610","1","丹凤匝道-棣花匝道",,,"G004061001001420","1","棣花-棣花站",,,"8340"
"6120231210001","G004061001000620","1","棣花匝道-丹凤匝道",,,"G004061001000520","1","丹凤匝道-竹林关枢纽",,,"8340"
"6120231210001","G004061001000620","1","棣花匝道-丹凤匝道",,,"G004061001001320","1","丹凤-丹凤站",,,"8340"
"6120231210001","G004061001000710","1","棣花匝道-商洛东匝道",,,"G004061001001520","1","商洛东-商洛东站",,,"21161"
"6120231210001","G004061001000710","1","棣花匝道-商洛东匝道",,,"G004061001000810","1","商洛东匝道-商州互通",,,"21161"
"6120231210001","G004061001000720","1","商洛东匝道-棣花匝道",,,"G004061001000620","1","棣花匝道-丹凤匝道",,,"21161"
"6120231210001","G004061001000720","1","商洛东匝道-棣花匝道",,,"G004061001001420","1","棣花-棣花站",,,"21161"
"6120231210001","G004061001000810","1","商洛东匝道-商州互通",,,"G004061002000110","1","商州立交-商洛匝道",,,"2628"
"6120231210001","G007061005001020","1","乾陵匝道-乾县北匝道",,,"G007061005000920","1","乾县北匝道-礼泉匝道",,,"7440"
"6120231210001","G007061005001020","1","乾陵匝道-乾县北匝道",,,"G007061005001420","1","乾州-乾州站",,,"7440"
"6120231210001","G007061005001110","1","乾陵匝道-永寿匝道",,,"G007061006001820","1","永寿-永寿站",,,"13460"
"6120231210001","G006561009000120","1","韦曲匝道-曲江立交",,,"G300161001000820","1","曲江匝道-纺织城匝道",,,"4920"
"6120231210001","G006561009000120","1","韦曲匝道-曲江立交",,,"G300161001000910","1","曲江匝道-长安匝道",,,"4920"
"6120231210001","G006561009000120","1","韦曲匝道-曲江立交",,,"G300161001002520","1","曲江-曲江站",,,"4920"
"6120231210001","G006561009002010","1","王莽枢纽-太乙宫立交",,,"G006561009000310","1","太乙宫匝道-秦岭终南山隧道北口",,,"1995"
"6120231210001","G006561009002010","1","王莽枢纽-太乙宫立交",,,"G006561009001120","1","太乙宫-太乙宫站",,,"1995"
"6120231210001","G006561009000220","1","王莽枢纽-韦曲匝道",,,"G006561009000120","1","韦曲匝道-曲江立交",,,"12586"
"6120231210001","G006561009000220","1","王莽枢纽-韦曲匝道",,,"G006561009001020","1","韦曲-韦曲站",,,"12586"
"6120231210001","G006561009000310","1","太乙宫匝道-秦岭终南山隧道北口",,,"G006561010000110","1","秦岭终南山隧道北口-秦岭终南山隧道南口",,,"11000"
"6120231210001","G006561009000320","1","秦岭终南山隧道北口-太乙宫匝道",,,"G006561009002020","1","太乙宫立交-王莽枢纽",,,"11000"
"6120231210001","G006561009000320","1","秦岭终南山隧道北口-太乙宫匝道",,,"G006561009001120","1","太乙宫-太乙宫站",,,"11000"
"6120231210001","G006561009000410","1","西柞隧道专项-营盘",,,"G006561009000510","1","营盘匝道-柞水匝道",,,"3000"
"6120231210001","G006561009000410","1","西柞隧道专项-营盘",,,"G006561009001220","1","营盘-营盘站",,,"3000"
"6120231210001","G006561009000420","1","营盘-西柞隧道专项",,,"G006561010000220","1","西柞隧道专项-秦岭终南山隧道南口",,,"3000"
"6120231210001","G006561009000510","1","营盘匝道-柞水匝道",,,"G006561009000610","1","柞水匝道-柞水东互通立交",,,"16394"
"6120231210001","G006561009000510","1","营盘匝道-柞水匝道",,,"G006561009001320","1","柞水-柞水站",,,"16394"
"6120231210001","G006561009000520","1","柞水匝道-营盘匝道",,,"G006561009000420","1","营盘-西柞隧道专项",,,"16394"
"6120231210001","G006561009000520","1","柞水匝道-营盘匝道",,,"G006561009001220","1","营盘-营盘站",,,"16394"
"6120231210001","G006561009000610","1","柞水匝道-柞水东互通立交",,,"G006561009000710","1","柞水东互通立交-镇安匝道",,,"6806"
"6120231210001","G006561009000610","1","柞水匝道-柞水东互通立交",,,"S003061001000720","1","柞水东互通-凤凰西",,,"6806"
"6120231210001","G006561009000620","1","柞水东互通立交-柞水匝道",,,"G006561009000520","1","柞水匝道-营盘匝道",,,"6806"
"6120231210001","G006561009000620","1","柞水东互通立交-柞水匝道",,,"G006561009001320","1","柞水-柞水站",,,"6806"
"6120231210001","G006561009000710","1","柞水东互通立交-镇安匝道",,,"G006561009000810","1","镇安匝道-塔云山匝道",,,"22000"
"6120231210001","G006561009000710","1","柞水东互通立交-镇安匝道",,,"G006561009001420","1","镇安-镇安站",,,"22000"
"6120231210001","G006561009000720","1","镇安匝道-柞水东互通立交",,,"S003061001000720","1","柞水东互通-凤凰西",,,"22000"
"6120231210001","G006561009000720","1","镇安匝道-柞水东互通立交",,,"G006561009000620","1","柞水东互通立交-柞水匝道",,,"22000"
"6120231210001","G006561009000810","1","镇安匝道-塔云山匝道",,,"G006561009000910","1","塔云山匝道-小河匝道",,,"15783"
"6120231210001","G006561009000810","1","镇安匝道-塔云山匝道",,,"G006561009001520","1","塔云山-塔云山站",,,"15783"
"6120231210001","G006561009000820","1","塔云山匝道-镇安匝道",,,"G006561009000720","1","镇安匝道-柞水东互通立交",,,"15783"
"6120231210001","G006561009000820","1","塔云山匝道-镇安匝道",,,"G006561009001420","1","镇安-镇安站",,,"15783"
"6120231210001","G006561009000910","1","塔云山匝道-小河匝道",,,"G006561011000110","1","小河匝道-包家山隧道北口",,,"20086"
"6120231210001","G006561009000910","1","塔云山匝道-小河匝道",,,"G006561009001620","1","小河-小河站",,,"20086"
"6120231210001","G006561009000920","1","小河匝道-塔云山匝道",,,"G006561009000820","1","塔云山匝道-镇安匝道",,,"20086"
"6120231210001","G006561009000920","1","小河匝道-塔云山匝道",,,"G006561009001520","1","塔云山-塔云山站",,,"20086"
"6120231210001","G0065610090010","3","陕西韦曲收费站",,"61013C21","G006561009001010","1","韦曲站-韦曲",,,"0"
"6120231210001","G006561009001010","1","韦曲站-韦曲",,,"G006561009000210","1","韦曲匝道-王莽枢纽",,,"0"
"6120231210001","G006561009001010","1","韦曲站-韦曲",,,"G006561009000120","1","韦曲匝道-曲江立交",,,"0"
"6120231210001","G006561009001020","1","韦曲-韦曲站",,,"G0065610090010","3","陕西韦曲收费站",,"61013C21","0"
"6120231210001","G006561009001110","1","太乙宫站-太乙宫",,,"G006561009000310","1","太乙宫匝道-秦岭终南山隧道北口",,,"0"
"6120231210001","G006561009001110","1","太乙宫站-太乙宫",,,"G006561009002020","1","太乙宫立交-王莽枢纽",,,"0"
"6120231210001","G006561009001120","1","太乙宫-太乙宫站",,,"G0065610090020","3","陕西太乙宫收费站",,"61013C22","0"
"6120231210001","G006561009001210","1","营盘站-营盘",,,"G006561009000420","1","营盘-西柞隧道专项",,,"0"
"6120231210001","G006561009001210","1","营盘站-营盘",,,"G006561009000510","1","营盘匝道-柞水匝道",,,"0"
"6120231210001","G006561009001220","1","营盘-营盘站",,,"G0065610090030","3","陕西营盘收费站",,"61013C23","0"
"6120231210001","G006561009001310","1","柞水站-柞水",,,"G006561009000610","1","柞水匝道-柞水东互通立交",,,"0"
"6120231210001","G006561009001310","1","柞水站-柞水",,,"G006561009000520","1","柞水匝道-营盘匝道",,,"0"
"6120231210001","G006561009001320","1","柞水-柞水站",,,"G0065610090040","3","陕西柞水收费站",,"61013C41","0"
"6120231210001","G006561009001410","1","镇安站-镇安",,,"G006561009000720","1","镇安匝道-柞水东互通立交",,,"0"
"6120231210001","G006561009001410","1","镇安站-镇安",,,"G006561009000810","1","镇安匝道-塔云山匝道",,,"0"
"6120231210001","G006561009001420","1","镇安-镇安站",,,"G0065610090050","3","陕西镇安收费站",,"61013C61","0"
"6120231210001","G006561009001510","1","塔云山站-塔云山",,,"G006561009000820","1","塔云山匝道-镇安匝道",,,"0"
"6120231210001","G006561009001510","1","塔云山站-塔云山",,,"G006561009000910","1","塔云山匝道-小河匝道",,,"0"
"6120231210001","G006561009001520","1","塔云山-塔云山站",,,"G0065610090060","3","陕西塔云山收费站",,"61013C62","0"
"6120231210001","G006561009001610","1","小河站-小河",,,"G006561011000110","1","小河匝道-包家山隧道北口",,,"0"
"6120231210001","G006561009001610","1","小河站-小河",,,"G006561009000920","1","小河匝道-塔云山匝道",,,"0"
"6120231210001","G006561009001620","1","小河-小河站",,,"G0065610090070","3","陕西小河收费站",,"61013C63","0"
"6120231210001","G006961001001010","1","咸阳北立交-马庄枢纽",,,"G006961001001110","1","马庄枢纽-咸阳北",,,"6145"
"6120231210001","G006961001001010","1","咸阳北立交-马庄枢纽",,,"G007061005000520","1","马庄立交-机场西立交",,,"6145"
"6120231210001","G006961001001020","1","马庄枢纽-咸阳北立交",,,"G030N61001001020","1","咸阳北立交-太平匝道",,,"6145"
"6120231210001","G006961001001020","1","马庄枢纽-咸阳北立交",,,"G030N61001001110","1","咸阳北立交-北环线立交1",,,"6145"
"6120231210001","G006961001001020","1","马庄枢纽-咸阳北立交",,,"G006961001000920","1","咸阳北立交-桥底匝道",,,"6145"
"6120231210001","G006961001001110","1","马庄枢纽-咸阳北",,,"G0069610010010","3","陕西咸阳北收费站",,"61011221","1020"
"6120231210001","G006961001001120","1","咸阳北-马庄枢纽",,,"G006961001001020","1","马庄枢纽-咸阳北立交",,,"1020"
"6120231210001","G006961001001120","1","咸阳北-马庄枢纽",,,"G007061005000520","1","马庄立交-机场西立交",,,"1020"
"6120231210001","G0070610020040","3","陕西葛牌收费站",,"61014723","G007061002001210","1","葛牌站-葛牌",,,"0"
"6120231210001","G0070610020050","3","陕西辋川收费站",,"61014722","G007061002001310","1","辋川站-辋川",,,"0"
"6120231210001","G0070610020060","3","陕西蓝关收费站",,"61014721","G007061002001410","1","蓝关站-蓝关",,,"0"
"6120231210001","G007061003000110","1","白鹿塬-席家河互通",,,"G007061003000210","1","席家河互通-空工",,,"1810"
"6120231210001","G007061005001110","1","乾陵匝道-永寿匝道",,,"G007061006001210","1","永寿匝道-渡马匝道",,,"13460"
"6120231210001","G007061005001120","1","永寿匝道-乾陵匝道",,,"G007061005001020","1","乾陵匝道-乾县北匝道",,,"13460"
"6120231210001","G007061005001120","1","永寿匝道-乾陵匝道",,,"G007061005001520","1","乾陵-乾陵站",,,"13460"
"6120231210001","G007061005001210","1","西张堡站-西张堡",,,"G007061005000810","1","西张堡匝道-礼泉匝道",,,"0"
"6120231210001","G007061005001210","1","西张堡站-西张堡",,,"G007061005000720","1","西张堡匝道-北环线立交1",,,"0"
"6120231210001","G007061005001220","1","西张堡-西张堡站",,,"G0070610050010","3","陕西西张堡收费站",,"61014B22","0"
"6120231210001","G007061005001310","1","礼泉站-礼泉",,,"G007061005000820","1","礼泉匝道-西张堡匝道",,,"0"
"6120231210001","G007061005001310","1","礼泉站-礼泉",,,"G007061005000910","1","礼泉匝道-乾县北匝道",,,"0"
"6120231210001","G007061005001320","1","礼泉-礼泉站",,,"G0070610050020","3","陕西礼泉收费站",,"61014B23","0"
"6120231210001","G007061005001410","1","乾州站-乾州",,,"G007061005001010","1","乾县北匝道-乾陵匝道",,,"0"
"6120231210001","G007061005001410","1","乾州站-乾州",,,"G007061005000920","1","乾县北匝道-礼泉匝道",,,"0"
"6120231210001","G007061005001420","1","乾州-乾州站",,,"G0070610050030","3","陕西乾州收费站",,"61014B24","0"
"6120231210001","G007061005001510","1","乾陵站-乾陵",,,"G007061005001110","1","乾陵匝道-永寿匝道",,,"0"
"6120231210001","G007061005001510","1","乾陵站-乾陵",,,"G007061005001020","1","乾陵匝道-乾县北匝道",,,"0"
"6120231210001","G007061005001520","1","乾陵-乾陵站",,,"G0070610050040","3","陕西乾陵收费站",,"61014B25","0"
"6120231210001","G0070610050020","3","陕西礼泉收费站",,"61014B23","G007061005001310","1","礼泉站-礼泉",,,"0"
"6120231210001","G0070610050030","3","陕西乾州收费站",,"61014B24","G007061005001410","1","乾州站-乾州",,,"0"
"6120231210001","G0070610050040","3","陕西乾陵收费站",,"61014B25","G007061005001510","1","乾陵站-乾陵",,,"0"
"6120231210001","G0070610060010","3","陕西永寿南收费站",,"61014C21","G007061006001810","1","永寿站-永寿",,,"0"
"6120231210001","G007061006001210","1","永寿匝道-渡马匝道",,,"G007061006001310","1","渡马匝道-太峪西枢纽",,,"8800"
"6120231210001","G007061006001210","1","永寿匝道-渡马匝道",,,"G007061006001920","1","渡马-渡马站",,,"8800"
"6120231210001","G007061006001220","1","渡马匝道-永寿匝道",,,"G007061005001120","1","永寿匝道-乾陵匝道",,,"8800"
"6120231210001","G007061006001220","1","渡马匝道-永寿匝道",,,"G007061006001820","1","永寿-永寿站",,,"8800"
"6120231210001","G007061006001310","1","渡马匝道-太峪西枢纽",,,"G007061007000110","1","太峪西枢纽-太峪匝道",,,"25208"
"6120231210001","G007061006001310","1","渡马匝道-太峪西枢纽",,,"G351161003000510","1","太峪西枢纽-崔木匝道",,,"25208"
"6120231210001","G007061006001320","1","太峪西枢纽-渡马匝道",,,"G007061006001220","1","渡马匝道-永寿匝道",,,"25208"
"6120231210001","G007061006001320","1","太峪西枢纽-渡马匝道",,,"G007061006001920","1","渡马-渡马站",,,"25208"
"6120231210001","G007061006001410","1","下河枢纽-彬州匝道",,,"G007061006001510","1","彬州匝道-亭口匝道",,,"5870"
"6120231210001","G007061006001410","1","下河枢纽-彬州匝道",,,"G007061006002120","1","彬州-彬州站",,,"5870"
"6120231210001","G007061006001420","1","彬州匝道-下河枢纽",,,"G007061007000220","1","下河枢纽-太峪匝道",,,"5870"
"6120231210001","G007061006001510","1","彬州匝道-亭口匝道",,,"G007061006001610","1","亭口匝道-长武匝道",,,"20950"
"6120231210001","G007061006001510","1","彬州匝道-亭口匝道",,,"G007061006002220","1","亭口-亭口站",,,"20950"
"6120231210001","G007061006001520","1","亭口匝道-彬州匝道",,,"G007061006001420","1","彬州匝道-下河枢纽",,,"20950"
"6120231210001","G007061006001520","1","亭口匝道-彬州匝道",,,"G007061006002120","1","彬州-彬州站",,,"20950"
"6120231210001","G007061006001610","1","亭口匝道-长武匝道",,,"G007061006002320","1","长武-长武站",,,"25170"
"6120231210001","G007061006001610","1","亭口匝道-长武匝道",,,"G007061006001710","2","长武匝道-陕西长武省界",,,"25170"
"6120231210001","G007061006001620","1","长武匝道-亭口匝道",,,"G007061006001520","1","亭口匝道-彬州匝道",,,"25170"
"6120231210001","G007061006001620","1","长武匝道-亭口匝道",,,"G007061006002220","1","亭口-亭口站",,,"25170"
"6120231210001","G007061006001710","2","长武匝道-陕西长武省界",,,"G007062001000210","2","凤口主线收费站",,,"6565"
"6120231210001","G007061006001710","2","长武匝道-陕西长武省界",,,"G0070610060070","3","陕西陕甘界收费站(省界)",,"61014C44","6565"
"6120231210001","G007061006001720","2","陕西长武省界-长武匝道",,,"G007061006001620","1","长武匝道-亭口匝道",,,"6565"
"6120231210001","G007061006001720","2","陕西长武省界-长武匝道",,,"G007061006002320","1","长武-长武站",,,"6565"
"6120231210001","G007061006001810","1","永寿站-永寿",,,"G007061005001120","1","永寿匝道-乾陵匝道",,,"0"
"6120231210001","G007061006001810","1","永寿站-永寿",,,"G007061006001210","1","永寿匝道-渡马匝道",,,"0"
"6120231210001","G007061006001820","1","永寿-永寿站",,,"G0070610060010","3","陕西永寿南收费站",,"61014C21","0"
"6120231210001","G007061006001910","1","渡马站-渡马",,,"G007061006001220","1","渡马匝道-永寿匝道",,,"0"
"6120231210001","G007061006001910","1","渡马站-渡马",,,"G007061006001310","1","渡马匝道-太峪西枢纽",,,"0"
"6120231210001","G007061006001920","1","渡马-渡马站",,,"G0070610060020","3","陕西渡马收费站",,"61014C22","0"
"6120231210001","G0070610060020","3","陕西渡马收费站",,"61014C22","G007061006001910","1","渡马站-渡马",,,"0"
"6120231210001","G007061006002010","1","太峪站-太峪",,,"G007061007000120","1","太峪匝道-太峪西枢纽",,,"0"
"6120231210001","G007061006002010","1","太峪站-太峪",,,"G007061007000210","1","太峪匝道-下河枢纽",,,"0"
"6120231210001","G007061006002020","1","太峪-太峪站",,,"G0070610060030","3","陕西太峪收费站",,"61014C23","0"
"6120231210001","G007061006002110","1","彬州站-彬州",,,"G007061006001510","1","彬州匝道-亭口匝道",,,"0"
"6120231210001","G007061006002110","1","彬州站-彬州",,,"G007061006001420","1","彬州匝道-下河枢纽",,,"0"
"6120231210001","G007061006002120","1","彬州-彬州站",,,"G0070610060040","3","陕西彬州收费站",,"61014C41","0"
"6120231210001","G007061006002210","1","亭口站-亭口",,,"G007061006001520","1","亭口匝道-彬州匝道",,,"0"
"6120231210001","G007061006002210","1","亭口站-亭口",,,"G007061006001610","1","亭口匝道-长武匝道",,,"0"
"6120231210001","G007061006002220","1","亭口-亭口站",,,"G0070610060050","3","陕西亭口收费站",,"61014C42","0"
"6120231210001","G030N61001002310","1","茂陵站-茂陵",,,"G030N61001001410","1","茂陵匝道-西吴立交",,,"0"
"6120231210001","G030N61001002320","1","茂陵-茂陵站",,,"G030N610010080","3","陕西茂陵收费站",,"61011422","0"
"6120231210001","G030N61001002410","1","大王站-大王",,,"G030N61001001610","1","大王匝道-鄠邑东枢纽",,,"0"
"6120231210001","G030N61001002410","1","大王站-大王",,,"G030N61001001520","1","大王匝道-沣渭立交",,,"0"
"6120231210001","G030N61001002420","1","大王-大王站",,,"G030N610010090","3","陕西大王收费站",,"61011421","0"
"6120231210001","G030N61001002510","1","零口站-零口",,,"G030N61001000120","1","零口匝道-新丰立交",,,"0"
"6120231210001","G030N61001002510","1","零口站-零口",,,"G030N61001000210","1","零口匝道-新市匝道",,,"0"
"6120231210001","G030N61001002520","1","零口-零口站",,,"G030N610010010","3","陕西零口收费站",,"61011445","0"
"6120231210001","G030N610010030","3","陕西高陵西收费站",,"61011443","G030N61001001810","1","高陵西站-高陵西",,,"0"
"6120231210001","G007061007000110","1","太峪西枢纽-太峪匝道",,,"G007061006002020","1","太峪-太峪站",,,"672"
"6120231210001","G065E61001000620","1","镇川-鱼河",,,"G065E61001000520","1","鱼河-榆林南",,,"19181"
"6120231210001","G006961001001120","1","咸阳北-马庄枢纽",,,"G007061005000610","1","马庄立交-北环线立交1",,,"1020"
"6120231210001","G006961001001120","1","咸阳北-马庄枢纽",,,"G006961001001110","1","马庄枢纽-咸阳北",,,"1020"
"6120231210001","G006961001001210","1","旬邑站-旬邑",,,"G006961001000110","1","赤道枢纽立交-土桥枢纽立交",,,"0"
"6120231210001","G006961001001210","1","旬邑站-旬邑",,,"G006961001002020","1","赤道枢纽-旬邑北匝道",,,"0"
"6120231210001","G006961001001220","1","旬邑-旬邑站",,,"G0069610010080","3","陕西旬邑收费站",,"61011244","0"
"6120231210001","G006961001001310","1","土桥站-土桥",,,"G006961001000320","1","土桥匝道-土桥枢纽立交",,,"0"
"6120231210001","G006961001001310","1","土桥站-土桥",,,"G006961001000410","1","土桥匝道-十里塬匝道",,,"0"
"6120231210001","G006961001001320","1","土桥-土桥站",,,"G0069610010070","3","陕西土桥收费站",,"61011243","0"
"6120231210001","G006961001001410","1","十里塬站-十里塬",,,"G006961001000510","1","十里塬匝道-淳化北匝道",,,"0"
"6120231210001","G006961001001410","1","十里塬站-十里塬",,,"G006961001000420","1","十里塬匝道-土桥匝道",,,"0"
"6120231210001","G006961001001420","1","十里塬-十里塬站",,,"G0069610010060","3","陕西十里塬收费站",,"61011242","0"
"6120231210001","G006961001001510","1","淳化北站-淳化北",,,"G006961001000520","1","淳化北匝道-十里塬匝道",,,"0"
"6120231210001","G006961001001510","1","淳化北站-淳化北",,,"G006961001000610","1","淳化北匝道-淳化南匝道",,,"0"
"6120231210001","G006961001001520","1","淳化北-淳化北站",,,"G0069610010050","3","陕西淳化北收费站",,"61011241","0"
"6120231210001","G006961001001610","1","淳化南站-淳化南",,,"G006961001000620","1","淳化南匝道-淳化北匝道",,,"0"
"6120231210001","G006961001001610","1","淳化南站-淳化南",,,"G006961001000710","1","淳化南匝道-兴隆匝道",,,"0"
"6120231210001","G006961001001620","1","淳化南-淳化南站",,,"G0069610010040","3","陕西淳化南收费站",,"61011245","0"
"6120231210001","G006961001001710","1","兴隆站-兴隆",,,"G006961001000810","1","兴隆匝道-桥底匝道",,,"0"
"6120231210001","G006961001001710","1","兴隆站-兴隆",,,"G006961001000720","1","兴隆匝道-淳化南匝道",,,"0"
"6120231210001","G006961001001720","1","兴隆-兴隆站",,,"G0069610010030","3","陕西兴隆收费站",,"61011223","0"
"6120231210001","G006961001001810","1","桥底站-桥底",,,"G006961001000820","1","桥底匝道-兴隆匝道",,,"0"
"6120231210001","G006961001001810","1","桥底站-桥底",,,"G006961001000910","1","桥底匝道-咸阳北立交",,,"0"
"6120231210001","G006961001001820","1","桥底-桥底站",,,"G0069610010020","3","陕西桥底收费站",,"61011222","0"
"6120231210001","G006961001001910","2","陕甘省界(湫坡头)-旬邑北匝道",,,"G006961001002210","1","支党河大桥",,,"6827"
"6120231210001","G006961001002210","1","支党河大桥",,,"G006961001002120","1","旬邑北-旬邑北站",,,"1"
"6120231210001","G006961001001920","2","旬邑北匝道-陕甘省界(湫坡头)",,,"G006962002000820","2","陕甘罗川古城",,,"6827"
"6120231210001","G0069610010020","3","陕西桥底收费站",,"61011222","G006961001001810","1","桥底站-桥底",,,"0"
"6120231210001","G006961001002010","1","旬邑北匝道-赤道枢纽",,,"G006961001000110","1","赤道枢纽立交-土桥枢纽立交",,,"18112"
"6120231210001","G006961001002010","1","旬邑北匝道-赤道枢纽",,,"G006961001001220","1","旬邑-旬邑站",,,"18112"
"6120231210001","G006961001002020","1","赤道枢纽-旬邑北匝道",,,"G006961001002120","1","旬邑北-旬邑北站",,,"18112"
"6120231210001","G006961001002020","1","赤道枢纽-旬邑北匝道",,,"G006961001002220","1","支党河大桥",,,"18112"
"6120231210001","G006961001002110","1","旬邑北站-旬邑北",,,"G006961001002010","1","旬邑北匝道-赤道枢纽",,,"0"
"6120231210001","G006961001002110","1","旬邑北站-旬邑北",,,"G006961001002220","1","支党河大桥",,,"0"
"6120231210001","G006961001002120","1","旬邑北-旬邑北站",,,"G0069610010090","3","陕西旬邑北收费站",,"61011246","0"
